patric_genome_id,bgcflow_genome_id,genome_name,organism_name,taxon_id,genome_status,strain,serovar,biovar,pathovar,mlst,other_typing,culture_collection,type_strain,completion_date,publication,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,sequences,genome_length,gc_content,patric_cds,brc1_cds,refseq_cds,isolation_site,isolation_source,isolation_comments,collection_date,isolation_country,geographic_location,latitude,longitude,altitude,depth,other_environmental,host_name,host_gender,host_age,host_health,body_sample_site,body_sample_subsite,other_clinical,antimicrobial_resistance,antimicrobial_resistance_evidence,gram_stain,cell_shape,motility,sporulation,temperature_range,optimal_temperature,salinity,oxygen_requirement,habitat,disease,comments,additional_metadata,contig_l50,contig_n50,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
1584.98,GCF_902374335.1,Lactobacillus delbrueckii strain MGYG-HGUT-01369,,1584,WGS,MGYG-HGUT-01369,,,,,,,,2019-08-12T00:00:00Z,,PRJEB33885,SAMEA5850872,GCA_902374335.1,"CABKPX010000001,CABKPX010000002,CABKPX010000003,CABKPX010000004,CABKPX010000005,CABKPX010000006,CABKPX010000007",,EMG,,,,,,,26.0,,2071079.0,49.804344,2092.0,,,,human gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comprehensive reference data is essential for accurate taxonomic and functional characterisation of the human gut microbiome. Here we present the Unified Human Gastrointestinal Genome (UHGG) collection, a resource combining 286,997 genomes representing 4,644 prokaryotic species from the human gut. These genomes contain over 625 million protein sequences used to generate the Unified Human Gastrointestinal Protein (UHGP) catalogue, a collection that more than doubles the number of gut protein clusters over the Integrated Gene Catalogue. We find that a large portion of the human gut microbiome remains to be fully explored, with over 70% of the UHGG species lacking cultured representatives, and 40% of the UHGP missing meaningful functional annotations. Intra-species genomic variation analyses revealed a large reservoir of accessory genes and single-nucleotide variants, many of which were specific to individual human populations. These freely available genomic resources should greatly facilitate investigations into the human gut microbiome.",,1.0,2038844.0,73.0,,98.7,,,,2019-10-03T12:12:42.114Z
1585.72,GCF_003597655.1,Lactobacillus delbrueckii subsp. bulgaricus strain KLDS1.0207,,1585,Complete,KLDS1.0207,,,,,,,,2018-09-26T00:00:00Z,,PRJNA491249,SAMN10068249,GCA_003597655.1,CP032451,,Northeast Agricultural University,,Illumina HiSeq,109.0x,SOAPdenovo v. 2.0,1.0,,1.0,,1869179.0,49.82942,2064.0,,1848.0,,traditional dairy product,,18-Sep-2009,China,China:Sinkiang,,,,,,,,,,,,,,,,,,,,,,,,,Complete genome sequence of Lactobacillus delbrueckii subsp. bulgaricus KLDS1.0207,sample_type:single strain,0.0,1869179.0,96.0,,98.8,,,,2018-11-28T17:29:06.954Z
1585.24,GCF_001953135.1,Lactobacillus delbrueckii subsp. bulgaricus strain DSM 20080,,1585,Complete,DSM 20080,,,,,,DSM:20080,,2017-01-17T00:00:00Z,,PRJNA354491,SAMN06046524,GCF_001953135.1,CP019120,NZ_CP019120.1,Korea University,,PacBio,192.0x,PacBio SMRT Analysis v. v2.3,1.0,,1.0,,1868180.0,49.78,2078.0,,1852.0,,environment,,27-Aug-2016,South Korea,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,taxonomic study and genome analysis of Lactobacillus delbrueckii subsp. bulgaricus DSM20080,"sample_type:whole organism, cell monoculture",1.0,1868180.0,95.0,,99.0,100.0,0.0,,2017-03-20T04:49:24.580Z
1585.25,GCF_900196735.1,Lactobacillus delbrueckii subsp. bulgaricus strain ND04,,1585,Complete,ND04,,,,,,,,2017-02-16T00:00:00Z,,PRJNA327771,SAMN05357477,GCF_002000885.1,CP016393,NZ_CP016393.1,Inner Mongolia Agricultural University,,PacBio RSII,289.2,HGAP v. 3,1.0,,1.0,,1861754.0,49.6,2006.0,,1775.0,,fermented camel milk,,2005,China,China:Govi-Altai Province of Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,Complete genome sequence of Lactobacillus delbrueckii subsp. bulgaricus strain ND04,sample_type:whole organism,1.0,1861754.0,95.0,,98.6,100.0,0.0,,2017-03-20T08:16:21.967Z
1585.154,GCF_021133875.1,Lactobacillus delbrueckii subsp. bulgaricus strain CFL1,,1585,WGS,CFL1,,,,,,,,2016-01-03T00:00:00Z,,PRJEB11306,SAMEA3628664,GCA_001510975.1,CZPS01000000,,INRA GRIGNON,,,,,0.0,0.0,44.0,,1757917.0,49.835117,1914.0,,1794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In this study, we sequenced the genome of Lactobacillus delbrueckii subsp. bulgaricus CFL1 by using Illumina MiSeq technology. Gene prediction and annotation were performed using the Integrated Microbial Genomes (IMG) system following the standard operating procedure of the DOE-JGI microbial genome annotation pipeline.;Lactobacillus delbrueckii subsp. bulgaricus CFL1 complete genome.",,5.0,115532.0,68.0,,98.7,,,,2021-01-01T15:31:34.421Z
1585.70,GCF_021133715.1,Lactobacillus delbrueckii subsp. bulgaricus strain MBT 92059,,1585,WGS,MBT 92059,,,,,,,,2018-07-18T00:00:00Z,,PRJNA480587,SAMN09642035,GCA_003326615.1,QOVB01000000,,Max-Rubner Institut,,Illumina MiSeq,100.0x,SPAdes v. 3.9.1,,,44.0,,1831175.0,49.806183,2074.0,,1885.0,,milk,,1990,Germany,Germany,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Lactobacillus delbrueckii subsp. bulgaricus,sample_type:whole organism,5.0,106538.0,69.0,,98.6,100.0,0.0,,2018-09-29T19:58:37.540Z
1585.17,GCF_021133995.1,Lactobacillus delbrueckii subsp. bulgaricus strain Lb1-WT,,1585,WGS,Lb1-WT,,,,,,,,2016-04-20T00:00:00Z,,PRJNA316681,SAMN04589502,GCF_001624905.1,LVWX00000000,,Chr. Hansen A/S,,Illumina,50.0x,CLC NGS Cell v. 7.5,,,59.0,,1790428.0,49.88,1976.0,,,,Culture,,2007-03-22,Denmark,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,Enhancing the sweetness of yoghurt ...,sample_type:Culture,5.0,102307.0,74.0,,98.7,100.0,0.0,,2016-04-28T13:34:54.598Z
1585.18,GCF_021229055.1,Lactobacillus delbrueckii subsp. bulgaricus strain Lb1-GS-1,,1585,WGS,Lb1-GS-1,,,,,,,,2016-04-20T00:00:00Z,,PRJNA316692,SAMN04589663,GCF_001624925.1,LVWY00000000,,,,Illumina,50.0x,CLC NGS Cell v. 7.5,,,56.0,,1742518.0,49.82,1924.0,,,,Culture,,21-Jun-2012,Denmark,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,-,,4.0,105112.0,74.0,,98.7,100.0,0.0,,2016-04-28T13:34:53.635Z
353496.3,GCF_000191165.1,Lactobacillus delbrueckii subsp. bulgaricus 2038,Lactobacillus delbrueckii subsp. bulgaricus 2038,353496,Complete,2038,,,,,,,,2011-03-03T00:00:00Z,,PRJNA16120,SAMN02603124,GCA_000191165.1,CP000156,NC_017469.1,Chinese National HGC,complete,,,,1.0,0.0,1.0,,1872918.0,49.68,1957.0,,1792.0,,,,,,,,,,,,,,,,,,,,,+,Rod,,,Mesophilic,-,,Facultative,Multiple,,Lactobacillus delbrueckii subsp. bulgaricus strain 2038. This strain (2038) is a yogurt starter culture.,,1.0,1872918.0,89.0,,98.1,100.0,3.2,,2015-03-16T03:17:09.594Z
390333.7,GCF_000056065.1,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,390333,Complete,ATCC 11842,,,,,,,,2006-05-26T00:00:00Z,16754859,PRJNA16871,,GCA_000056065.1,CR954253,NC_008054,Genoscope,complete,,,,1.0,0.0,1.0,,1864998.0,49.7,1942.0,,1562.0,,,,,,,,,,,,,,,,,,,,,+,Rod,,,Mesophilic,-,,Facultative,Multiple,,The strain for this project is currently unknown.,,1.0,1864998.0,95.0,,100.0,100.0,0.0,,2015-03-16T03:17:09.594Z
390333.13,GCF_001437195.1,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002 strain DSM 20081,,390333,WGS,DSM 20081,,,,,,DSM:20081,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02797778,GCF_001437195.1,JQAV01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,80.0,,1758527.0,49.39,1973.0,,1750.0,,,,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,7.0,71152.0,48.0,,99.3,100.0,0.0,,2016-01-17T17:46:24.220Z
1042400.3,GCF_000284715.1,Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1519,Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1519,1042400,WGS,CNCM I-1519,,,,,,,,2011-10-28T00:00:00Z,22030749,PRJNA67861,SAMN02436863,GCA_000284715.1,AGHW00000000,-,Washington University School of Medicine Center for Genome Sciences and Systems Biology,WGS,454 GS FLX (Standard),31.6x,"""Newbler, de novo v. 1.1""",0.0,0.0,70.0,,1796539.0,49.9,1891.0,,1893.0,,pure,isolated from a pure in vitro culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genomic DNA was isolated from a pure in vitro culture.This microbe is one component of a commercially-available fermented milk product.,,8.0,64643.0,61.0,,98.4,100.0,0.0,,2015-03-16T03:17:09.594Z
1042399.3,GCF_000284695.1,Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1632,Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1632,1042399,WGS,CNCM I-1632,,,,,,,,2011-10-28T00:00:00Z,22030749,PRJNA67859,SAMN02436800,GCA_000284695.1,AGFO00000000,-,"Washington University School of Medicine,  Center for Genome Sciences and Systems Biology",WGS,454 GS FLX (Standard),32.5X,"""Newbler, de novo v. 1.1""",0.0,0.0,69.0,,1767897.0,49.9,1853.0,,1850.0,,pure,isolated from a pure in vitro culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genomic DNA was isolated from a pure in vitro culture.This microbe is one component of a commercially-available fermented milk product.,,6.0,69466.0,66.0,,98.4,100.0,0.0,,2015-03-16T03:17:09.594Z
767455.3,GCF_002142575.1,Lactobacillus delbrueckii subsp. bulgaricus ND02,Lactobacillus delbrueckii subsp. bulgaricus ND02,767455,Complete,ND02,,,,,,,,2010-11-19T00:00:00Z,,PRJNA49147,SAMN02603937,GCA_000182835.1,"CP002341,CP002342","NC_014727,NC_014728","The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China|College of Agriculture and Biology, Shanghai Jiao Tong University, China|Tianjin Biochip Corporation",complete,,,,1.0,1.0,2.0,,2131976.0,49.54,2082.0,,2018.0,,traditional dairy products of minority nationalities,isolated from traditional dairy products of minority nationalities in China and will be used for comparative analysis with other Lactobacillus species,,China,China,,,,,,,,,,,,,,,,,,,,-,,,,,Lactobacillus delbrueckii subsp. bulgaricus ND02. This strain is isolated from traditional dairy products of minority nationalities in China and will be used for comparative analysis with other Lactobacillus species.,,1.0,2125753.0,98.0,,99.3,100.0,0.0,,2015-03-16T03:17:09.594Z
83684.5,GCF_001888945.1,Lactobacillus delbrueckii subsp. delbrueckii strain KCTC 13731,,83684,Complete,KCTC 13731,,,,,,,,2016-12-05T00:00:00Z,,PRJNA355324,SAMN06074289,GCF_001888945.1,CP018216,NZ_CP018216.1,Korea University,,PacBio,343.0x,PacBio SMRT Analysis v. 2.3,1.0,,1.0,,1910506.0,50.05,1948.0,,1805.0,,environment,,1901-01,,,,,,,,,,,,,,,,,,,,,,,,,,,Genome Sequencing of Lactobacillus delbrueckii subsp. delbrueckii KCTC 13731,sample_type:Whole organism,1.0,1910506.0,84.0,,99.0,100.0,0.1,,2017-01-16T07:20:12.607Z
1423823.4,GCF_001908495.1,Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012,,1423823,Complete,DSM 20074,,,,,,DSM 20074,,2016-12-19T00:00:00Z,,PRJNA354490,SAMN06046523,GCF_001908495.1,CP018615,,Korea University,,PacBio,517.0x,PacBio SMRT Analysis v. v2.3,,,1.0,,1953716.0,49.63,2050.0,,1862.0,,environment,,27-Aug-2016,South Korea,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,taxonomic study and genome analysis of Lactobacillus delbrueckii subsp. delbrueckii DSM 20074,"sample_type:whole organism, cell monoculture",1.0,1953716.0,95.0,,98.5,100.0,0.0,,2017-01-17T00:55:08.560Z
249265.4,GCF_001908415.1,Lactobacillus delbrueckii subsp. indicus strain JCM 15610,,249265,Complete,JCM 15610,,,,,,,,2016-12-19T00:00:00Z,,PRJNA355325,SAMN06074288,GCF_001908415.1,"CP018614,CP018612,CP018613","NZ_CP018614.1,NZ_CP018612.1,NZ_CP018613.1",Korea University,,PacBio,428.0x,PacBio SMRT Analysis v. v2.3,1.0,2.0,3.0,,2021861.0,49.33,2128.0,,1939.0,,environment,,1991-01,India,India,,,,,,,,,,,,,,,,,,,,,,,,,Genome Sequencing of Lactobacillus delbrueckii subsp. indicus JCM 15610,sample_type:Whole organism,1.0,1967220.0,97.0,,98.9,100.0,0.0,,2017-01-17T00:48:28.531Z
249265.3,GCF_001189855.1,Lactobacillus delbrueckii subsp. indicus strain JCM 15610,,249265,WGS,JCM 15610,,,,,,,Yes,2015-07-31T00:00:00Z,,PRJNA289289,SAMN03852101,GCF_001189855.1,LGAS01000000,,"ChunLab, Inc",,Illumina MiSeq,311.0x,CLC Genomics Workbench v. 6.5.1,,,85.0,,1877412.0,49.54,1999.0,,1638.0,,,,2014,South Korea,South Korea: Seoul,,,,,,,,,,,,,,,,,,,,C,,,,,Type strain of Lactobacillus delbrueckii subsp. indicus,sample_type:cell culture,12.0,51208.0,72.0,,98.5,100.0,0.0,,2016-01-17T16:42:13.098Z
1423824.3,GCF_001435795.1,Lactobacillus delbrueckii subsp. indicus DSM 15996,,1423824,WGS,DSM 15996,,,,,,DSM:15996,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369368,GCF_001435795.1,AZFL01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,139.0,,1863572.0,49.57,1973.0,,1767.0,,traditional dairy fermented product (Dahi type),,2005,India,India,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,12.0,51275.0,65.0,,98.5,100.0,0.0,,2016-01-17T17:45:59.565Z
1537158.4,GCF_004354615.1,Lactobacillus delbrueckii subsp. jakobsenii strain DSM 26046,,1537158,WGS,DSM 26046,,,,,,DSM:26046,,2019-03-18T00:00:00Z,30830251,PRJNA434378,SAMN08555167,GCA_004354615.1,PUFG01000000,,Carlsberg Research Laboratory,,Illumina,60.0x,ABySS v. 2.0,,,69.0,,1781187.0,50.07446,1850.0,,1748.0,,,,2017,Denmark,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,"Owing to their unique potential to ferment carbohydrates, both homo- and heterofermentative lactic acid bacteria (LAB) are widely used in the food industry. Deciphering the genetic bases that determine the LAB fermentation type, and hence carbohydrate utilization, is paramount to optimize LAB industrial processes. Deep sequencing of 24 LAB species and comparison with 32 publicly available genome sequences provided a comparative data set including five major LAB genera for further analysis. Phylogenomic reconstruction confirmed Leuconostoc and Pediococcus species as independently emerging from the Lactobacillus genus, within one of the three phylogenetic clades identified. These clades partially grouped LABs according to their fermentation types, suggesting some metabolic capabilities were independently acquired during LAB evolution. In order to apply a genome-wide association study (GWAS) at the multigene family level, utilization of 49 carbohydrates was also profiled for these 56 LAB species. GWAS results indicated that obligately heterofermentative species lack 1-phosphofructokinase, required for D-mannose degradation in the homofermentative pathway. Heterofermentative species were found to often contain the araBAD operon, involved in L-arabinose degradation, which is important for heterofermentation. Taken together, our results provide helpful insights into the genetic determinants of LAB carbohydrate metabolism, and opens for further experimental research, aiming at validating the role of these candidate genes for industrial applications.",sample_type:cell culture,8.0,74016.0,103.0,,98.5,,,,2019-07-16T16:15:21.689Z
1217420.6,GCF_001888925.1,Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046,,1217420,Complete,DSM 26046,,,,,,,,2016-12-05T00:00:00Z,,PRJNA355248,SAMN06066887,GCF_001888925.1,CP018218,NZ_CP018218.1,Korea University,,PacBio,658.0x,PacBio SMRT Analysis v. 2.3,1.0,,1.0,,1891796.0,50.1,1929.0,,1789.0,,environment,,2001-03-13,Burkina Faso,Burkina Faso: Quagadougou,,,,,,,,,,,,,,,,,,,,,,,,,Genome Sequencing of Lactobacillus delbrueckii subsp. jakobsenii,sample_type:Whole organism,1.0,1891796.0,127.0,,99.0,100.0,18.4,,2017-01-16T07:00:02.757Z
1217420.3,GCF_000387565.1,Lactobacillus delbrueckii ZN7a-9,Lactobacillus delbrueckii ZN7a-9,1217420,WGS,ZN7a-9,,,,,,,,2013-05-02T00:00:00Z,,PRJNA171594,SAMN02471706,GCA_000387565.1,ALPY00000000,-,University of Copenhagen,WGS,Illumina HiSeq 2000,70.0x,CLC Genomics Workbench v. 4.6.1,0.0,0.0,75.0,,1730812.0,50.2,1712.0,,1717.0,,"uncooked sour wort of dolo, traditional sorghum malt beer",,2001,Burkina Faso,"Burkina Faso: Center, Ouagadougou",,,,,,,,,,,,,,,,,,,,,,,,,This study was undertaken inorder to defined the exact taxonomic position of strain ZN7a-9 within the Lactobacillus delbrueckii subsp. strains,,11.0,57175.0,50.0,,98.4,100.0,0.0,,2015-03-16T03:17:09.594Z
1217420.5,GCF_001437485.1,Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046,,1217420,WGS,DSM 26046,,,,,,DSM:26046,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02797789,GCF_001437485.1,JQCG01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,134.0,,1749240.0,50.3,1820.0,,1629.0,,dolo wort,,2013,Burkina Faso,Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,10.0,64087.0,54.0,,98.1,100.0,0.0,,2016-01-17T17:46:29.619Z
29397.19,GCF_002285775.1,Lactobacillus delbrueckii subsp. lactis,,29397,Complete,KCTC 3034,,,,,,KCTC:3034,,2017-09-05T00:00:00Z,,PRJNA398581,SAMN07513435,GCA_002285775.1,CP023139,,Korea University,,PacBio,455.0x,PacBio SMRT Analysis v. v2.3,1.0,,1.0,,2237608.0,49.04,2256.0,,2142.0,,Sour milk,,1999-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequencing of Lactobacillus delbrueckii subsp. lactis,sample_type:Whole genome,1.0,2237608.0,94.0,,99.3,100.0,0.0,,2017-09-28T21:51:30.427Z
29397.100,GCF_017584225.1,Lactobacillus delbrueckii subsp. lactis strain MAG_rmk202_ldel,,29397,Complete,MAG_rmk202_ldel,,,,,,,,2021-03-25T00:00:00Z,,PRJNA589608,SAMN13284946,GCA_017584225.1,"CP046131,CP046132,CP046133",,University of Lausanne,,Oxford Nanopore MiniION; Illumina MiSeq,400.0x,Flye v. 2.4,1.0,2.0,3.0,,2184491.0,48.946873,2229.0,,2038.0,,cheese starter culture,,2019-02-11,Switzerland,Switzerland:Liebefeld,,,,,,,,,,,,,,,,,,,,,,,,,Lactobacillus delbrueckii subsp. lactis metagenome assembled genome from the starter culture rmk202,sample_type:metagenomic assembly,1.0,2166765.0,95.0,,98.7,,,,2021-03-30T03:48:07.004Z
29397.109,GCF_021091115.1,Lactobacillus delbrueckii subsp. lactis strain CIDCA 133,,29397,Complete,CIDCA 133,,,,,,,,2021-12-07T00:00:00Z,,PRJNA636695,SAMN15082156,GCA_021091115.1,"CP065513,CP065514",,UFMG,,Illumina HiSeq,324.0x,Edena v. v.3.13,1.0,1.0,2.0,,2134009.0,49.551056,2161.0,,2010.0,,milk,"isolated from cow milk in 1993, in Buenos Aires, Argentina",1993,Argentina,Argentina:Buenos Aires,,,,,,Bos taurus,,,,,,,,,,,,,,,,,,,"The L delbrueckii CIDCA 133 is a probiotic bacterium isolated from cow milk in 1993, in Buenos Aires, Argentina. This strain was hugely studied. The invitro test revealed the resistance of this strain to high acid and bile concentrations and the ability to inhibit the growth of food contaminants and pathogenic microorganisms such as enterohemorragic E. coli. In addition, the CIDCA 133 strain, was able to decrease harmful bacterial enzymatic activities such as nitrate reductase and its resistance to the the inhibitory cationic effectors of the innate immune system in cultured human enterocytes, and also was showed the ability of this strain to stimulate the phagocytosis, induces reactive oxygen species (ROS and NO), and promotes expression of surface markers related to antigen presentation. Recently a fermented milk by this bacterium was assayed in a mucositis murine model. The L. delbrueckii CIDCA consumption during 13 consecutive days showed the protective effect on intestinal mucosa damage with significant reduction of time-course weight\; prevention in intestinal shortening and reduced levels of sIgA, MPO and EPO enzymatic activity. It was also observed reduction in the intestinal permeability induced by 5-FU drugs and the histologic parameters presented ameliorating in the intestinal mucosal damage.",sample_type:cow milk,1.0,2127785.0,98.0,,99.1,,,,2021-12-25T02:12:51.736Z
29397.60,GCF_900322585.1,Lactobacillus delbrueckii subsp. lactis strain Lactobacillus delbrueckii subsp. lactis1,,29397,Complete,Lactobacillus delbrueckii subsp. lactis1,,,,,,,,2018-08-06T00:00:00Z,,PRJEB25625,SAMEA104703326,GCA_900322585.1,LS991409,,Agricultural University of Athens,,,,,1.0,,1.0,,2050316.0,49.611183,2153.0,,1991.0,,traditional Greek Kasseri cheese,isolated from Greek Kasseri cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lactobacillus delbrueckii subsp. lactis is employed in the production of various types of cheeses. In the present study, we report the complete genome sequence of L. lactis ACA-DC 178 isolated from Greek Kasseri cheese. Whole-genome analysis is expected to highlight the technological potential of the strain for the manufacture of fermented dairy products.",,0.0,2050316.0,94.0,,97.5,,,,2018-11-30T03:31:22.072Z
29397.16,GCF_021134055.1,Lactobacillus delbrueckii subsp. lactis strain KCTC 3035,,29397,Complete,KCTC 3035,,,,,,KCTC:3035,,2016-12-05T00:00:00Z,,PRJNA350761,SAMN05945927,GCF_001888985.1,CP018156,NZ_CP018156.1,Korea University,,PacBio,516.89x,PacBio SMRT Analysis v. 2.3.0,1.0,,1.0,,1972735.0,50.02,1999.0,,1868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lactobaillus delbrueckii subsp. lactis,"sample_type:whole organism, cell monoculture",1.0,1972735.0,96.0,,99.3,100.0,0.0,,2017-01-16T07:06:50.845Z
1269760.3,GCF_000409675.1,Lactobacillus delbrueckii subsp. lactis CRL581,Lactobacillus delbrueckii subsp. lactis CRL581,1269760,WGS,CRL581,,,,,,,,2013-06-10T00:00:00Z,,PRJNA183842,SAMN02469459,GCA_000409675.1,ATBQ00000000,-,CERELA-CONICET,WGS,454,46.0x,Newbler v. 2.6,0.0,0.0,231.0,,1909893.0,49.7,1879.0,,1907.0,,Argentinian hard cheese,,,Argentina,Argentina: Tucuman,,,,,,,,,,,,,,,Positive,Bacilli,No,No,,,,,,,Genome Sequence of Lactobacillus delbrueckii subsp. lactis CRL 581,,43.0,14051.0,75.0,,97.2,93.5,3.4,,2015-03-16T03:17:09.594Z
888027.8,GCF_002278095.1,Lactobacillus delbrueckii subsp. lactis DSM 20072,,888027,Complete,DSM 20072,,,,,,DSM:20072,,2017-08-30T00:00:00Z,,PRJNA398701,SAMN07515627,GCA_002278095.1,CP022988,,Korea University,,PacBio,360.0x,PacBio SMRT Analysis v. v2.3,1.0,,1.0,,2165984.0,49.05,2184.0,,2044.0,,emmental cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequencing of Lactobacillus delbrueckii subsp. lactis DSMZ20072T,sample_type:whole organism,1.0,2165984.0,94.0,,99.1,100.0,3.1,,2017-09-28T21:30:40.356Z
888027.3,GCF_000192165.1,Lactobacillus delbrueckii subsp. lactis DSM 20072,Lactobacillus delbrueckii subsp. lactis DSM 20072,888027,WGS,DSM 20072,,,,,,"DSM 20072, ATCC 12315, NCDO 1438",,2011-03-10T00:00:00Z,,PRJNA53001,SAMN00253996,GCA_000192165.1,AEXU00000000,-,Baylor College of Medicine,assembly,454-Paired-end,38.2x,Newbler Assembler v. 2.3-04192010,0.0,0.0,167.0,,1875881.0,49.8,1832.0,,2006.0,,gastrointestinal tract,,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,,,,,,-,,,,,Reference genome for the Human Microbiome Project,,27.0,19796.0,72.0,,98.7,100.0,0.0,,2015-03-16T03:17:09.594Z
1050107.4,GCF_001888965.1,Lactobacillus delbrueckii subsp. sunkii strain JCM 17838,,1050107,Complete,JCM 17838,,,,,,,,2016-12-05T00:00:00Z,,PRJNA355244,SAMN06066454,GCF_001888965.1,CP018217,NZ_CP018217.1,Korea University,,PacBio,296.0x,PacBio SMRT Analysis v. 2.3,1.0,,1.0,,2004337.0,50.08,1940.0,,1861.0,,environment,,Feb-2011,Japan,Japan: Nagano,,,,,,,,,,,,,,,,,,,,,,,,,Genome Sequencing of Lactobacillus delbrueckii subsp. sunkii JCM 17838,sample_type:Whole organism,1.0,2004337.0,95.0,,99.2,100.0,3.1,,2017-01-16T07:00:00.227Z
1050107.3,GCF_001314245.2,Lactobacillus delbrueckii subsp. sunkii strain JCM 17838,,1050107,WGS,JCM 17838,,,,,,JCM:17838,Yes,2015-07-31T00:00:00Z,,PRJNA289290,SAMN03852102,GCF_001190005.1,LGHR01000000,,"ChunLab, Inc",,Illumina MiSeq,565.0x,CLC Genomics Workbench v. 6.5.1,,,32.0,,1945263.0,50.1,1905.0,,1705.0,,"sunki, Japanese traditional fermented vegetable",,2014,Korea,Korea: Seoul,,,,,,,,,,,,,,,,,,,,C,,,,,Type strain of Lactobacillus delbrueckii subsp. sunkii JCM 17838,sample_type:cell culture,5.0,121749.0,75.0,,98.7,100.0,0.0,,2016-01-17T16:42:14.840Z
52242.8,GCF_002161165.1,Lactobacillus gallinarum strain An101,,52242,WGS,An101,,,,,,,,2017-05-30T00:00:00Z,,PRJNA377666,SAMN06473572,GCA_002161165.1,NFLZ00000000,,Veterinary Research Institute,,Illumina NextSeq 500,98x,IDBA_UD v. 1.1.1,,,73.0,,2030511.0,36.51,2133.0,,2018.0,,caecum,,2016,,,,,,,env_biome:not applicable,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,"A necessary step in the understanding a function of gut microbiota is to obtain gut anaerobes in pure cultures, sequence them completely, predict their characteristic features and use them in all downstream experiments. In this study we therefore cultured and sequenced isolates from chicken caecum among which we identified isolates belonging to 6 different phyla including Firmicutes, Bacteroidetes, Actinobacteria, Proteobacteria, Verrucomicrobia, Elusimicrobia and Synergistetes.",,9.0,59870.0,59.0,,99.0,100.0,0.0,,2017-07-22T01:28:09.582Z
52242.7,GCF_002161035.1,Lactobacillus gallinarum strain An115,,52242,WGS,An115,,,,,,,,2017-05-30T00:00:00Z,,PRJNA377666,SAMN06473587,GCA_002161035.1,NFLS00000000,,Veterinary Research Institute,,Illumina NextSeq 500,247x,IDBA_UD v. 1.1.1,,,88.0,,2020515.0,36.49,2135.0,,2013.0,,caecum,,2016,,,,,,,env_biome:not applicable,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,"A necessary step in the understanding a function of gut microbiota is to obtain gut anaerobes in pure cultures, sequence them completely, predict their characteristic features and use them in all downstream experiments. In this study we therefore cultured and sequenced isolates from chicken caecum among which we identified isolates belonging to 6 different phyla including Firmicutes, Bacteroidetes, Actinobacteria, Proteobacteria, Verrucomicrobia, Elusimicrobia and Synergistetes.",,9.0,58652.0,60.0,,99.2,100.0,0.0,,2017-07-22T01:22:19.807Z
